3.64335384e-01	4.78163873e-02	
7.30820875e-03	1.54119328e-02	
1.07850135e-07	4.09507006e+01	
1.12349698e-03	1.86423881e-02	
8.94503536e-01	3.30041770e-02	
9.35460193e-01	2.89035751e-02	
2.50707394e-01	4.98017090e-02	
1.95771044e+00	2.59136930e-01	
8.70482164e-01	3.52659826e-02	
1.11615865e-42	1.00055051e-27	
1.76790902e-01	3.71967352e-01	
2.25982981e-03	1.17761128e-04	
1.25661573e-03	6.71722787e-05	
4.29527965e-01	9.05557233e-01	
4.41866698e-03	3.97112283e-04	
7.00201256e-03	5.37113428e-04	
9.60948153e-01	2.23851998e-02	
8.09902785e-01	5.77907884e-02	
3.54458214e+00	2.80791666e-01	
1.19200000e-07	3.51628567e-09	

